18.53.1|It has even become possible to work out the creature's size, distinctive gait, and, shockingly, walking speed!|It has even become possible to work out the creature's size, distinctive gait, and, shockingly, walking speed!
34.21.7|It pleases me greatly to say that I will now be able to apply for an expansion to the museum!|It pleases me greatly to say that I will now be able to apply for an expansion to the museum!
40.39.14|Ahem. Yes. The Spinosaurus was a very large, carnivorous dinosaur, roughly the size of a T. Rex.|Ahem. Yes. The Spinosaurus was a very large, carnivorous dinosaur, roughly the size of a T. Rex.
12.93.2|Eeek! A hermit crab!  What a wretched thing...|Eeek! A hermit crab!  What a wretched thing...
4.116.5|The color does not come from a dye, but rather from light reflecting off layers of translucent scales.|The color does not come from a dye, but rather from light reflecting off layers of translucent scales.
6.94.2|I never thought I'd lay eyes upon such a well-preserved dimetrodon torso.|I never thought I'd lay eyes upon such a well-preserved dimetrodon torso.
26.82.8|Most spiders are carnivorous. In fact, some will eat creatures several times larger than themselves.|Most spiders are carnivorous. In fact, some will eat creatures several times larger than themselves.
1.12.5|You see, it is not only insects and fish I plan to display in my esteemed institution...but fossils too. Hoo!|You see, it is not only insects and fish I plan to display in my esteemed institution...but fossils too. Hoo!
18.127.1|Eeek!  A Rajah Brooke's birdwing! What a wretched thing...|Eeek!  A Rajah Brooke's birdwing! What a wretched thing...
7.17.4|This masterful mimicry allows it to hide from predators in among the orchids.|This masterful mimicry allows it to hide from predators in among the orchids.
20.69.3|The Pachycephalosaurus was a remarkable creature.|The Pachycephalosaurus was a remarkable creature.
14.74.4|The pale chub is a river fish with simple black-and-silver coloring.|The pale chub is a river fish with simple black-and-silver coloring.
13.51.10|Anh, I see. In that case...ahem...|Anh, I see. In that case...ahem...
48.62.3|Why hello, Thea!|Why hello, Thea!
5.25.4|Many mollusks like snails and clams have shells, but the squid's body is almost completely soft.|Many mollusks like snails and clams have shells, but the squid's body is almost completely soft.
6.24.12|Tney say you should never meet your heroes...|Tney say you should never meet your heroes...
9.96.9|The Quetzalcoatlus was a remarkable creature.|The Quetzalcoatlus was a remarkable creature.
1.97.5|The gist of it is that these fish are so powerful underwater that smaller fish can ride them as steeds!|The gist of it is that these fish are so powerful underwater that smaller fish can ride them as steeds!
14.47.10|The tuna is a large ocean fish that can reach upwards of nine feet long.|The tuna is a large ocean fish that can reach upwards of nine feet long.
2.26.3|well, for brains. Its brain was likely quite small, but at least it was extremely safe...in its...bony...prison.|well, for brains. Its brain was likely quite small, but at least it was extremely safe...in its...bony...prison.
9.98.6|lts three horns and impressive, bony frill probably helped it fight off predators like T. Rex!|lts three horns and impressive, bony frill probably helped it fight off predators like T. Rex!
1.30.2|Would you donate this relic of the past to further our museum's future?|Would you donate this relic of the past to further our museum's future?
1.95.7|Although, having neither thumbs nor fingers, I am quite safe from this little fellow!|Although, having neither thumbs nor fingers, I am quite safe from this little fellow!
42.25.2|It is an honor and a pleasure to take this moment to thank you for your continued support of the museum!|It is an honor and a pleasure to take this moment to thank you for your continued support of the museum!
21.28.7|The bluegill is incredibly common. A bit too common, depending upon where you are.|The bluegill is incredibly common. A bit too common, depending upon where you are.
4.84.5|Indeed, forager bees suck nectar from flowers into their "honey stomachs" and then fly it to the hive.|Indeed, forager bees suck nectar from flowers into their "honey stomachs" and then fly it to the hive.
42.106.6|So if you have a relic of unknown origin, please allow me to give it a look.|So if you have a relic of unknown origin, please allow me to give it a look.
4.103.9|But I dare say, their long antenna  and bulging eyes turn MY stomach. Unappetizing indeed...|But I dare say, their long antenna  and bulging eyes turn MY stomach. Unappetizing indeed...
2.24.1|Bravo and thank you! Once the museum is complete, it shall be displayed with the utmost dignity.|Bravo and thank you! Once the museum is complete, it shall be displayed with the utmost dignity.
13.53.2|Between its club-like tail, heavy armor, and honest-to-goodness SPIKES, it was a formidable beast!|Between its club-like tail, heavy armor, and honest-to-goodness SPIKES, it was a formidable beast!
12.92.10|They also tend to be good at avoiding fishing hooks, so well done on outwitting this one!|They also tend to be good at avoiding fishing hooks, so well done on outwitting this one!
4.14.9|Simply say, "Tell me about this!" Hoot! Hesitate not! I will happily oblige.|Simply say, "Tell me about this!" Hoot! Hesitate not! I will happily oblige.
13.53.3|Can you keep a secret? I have even heard recent theories that it actively ATTACKED predators.|Can you keep a secret? I have even heard recent theories that it actively ATTACKED predators.
24.47.2|Do you imagine they host contests for "most snazzy"? And...do you suppose I might receive an invite?|Do you imagine they host contests for "most snazzy"? And...do you suppose I might receive an invite?
4.14.8|Furthermore, if you wish to learn  more about a fossil or fish or bug, I suppose...|Furthermore, if you wish to learn  more about a fossil or fish or bug, I suppose...
4.103.8|This skittering scavenger and its uncouth appetite help keep beaches clean, it's said.|This skittering scavenger and its uncouth appetite help keep beaches clean, it's said.
4.84.4|Did you know it takes a team of honeybees working together to transform flower nectar into honey?|Did you know it takes a team of honeybees working together to transform flower nectar into honey?
42.25.3|It must be said, I have received donations at a faster pace than I ever imagined possible.|It must be said, I have received donations at a faster pace than I ever imagined possible.
1.95.6|A good rule of thumb when dealing with other species is to keep your fingers out of their mouths.|A good rule of thumb when dealing with other species is to keep your fingers out of their mouths.
1.30.3|Hoot! How wonderful! I'll add this to our collection with the utmost haste.|Hoot! How wonderful! I'll add this to our collection with the utmost haste.
9.98.7|The frill may also have been involved in temperature regulation, or else in attracting mates.|The frill may also have been involved in temperature regulation, or else in attracting mates.
21.28.10|But looking in its wee beady eyes, I must say I see no ill will in it...|But looking in its wee beady eyes, I must say I see no ill will in it...
2.26.2|What I mean is, with its incredibly thick skull—some 10 inches thick in spots—it didn't have much room for...|What I mean is, with its incredibly thick skull—some ten inches thick in spots—it didn't have much room for...
25.58.5|The coelacanth is a deep-sea fish that has been around since the age of the dinosaurs.|The coelacanth is a deep-sea fish that has been around since the age of the dinosaurs.
1.97.4|Supposedly the horse mackerel derives its name from a—false—myth about its strength as a swimmer.|Supposedly the horse mackerel derives its name from a—false—myth about its strength as a swimmer.
11.45.2|I never thought I'd lay eyes upon such a well-preserved ankylo skull.|I never thought I'd lay eyes upon such a well-preserved ankylo skull.
4.18.5|The myllokunmingia! Said to be one of the oldest fish-like animals, it lived well before the dinosaurs.|The myllokunmingia! Said to be one of the oldest fish-like animals, it lived well before the dinosaurs.
1.42.8|I never thought I'd lay eyes upon such a well-preserved deinony tail.|I never thought I'd lay eyes upon such a well-preserved deinony tail.
1.77.1|Please let me know if you have items to donate or need assistance. I am here to help! Hoo!|Please let me know if you have items to donate or need assistance. I am here to help! Hoo!
1.14.2|Now, might I interest you in a few fascinating facts about your olive flounder?|Now, might I interest you in a few fascinating facts about your olive flounder?
5.25.5|The exception is a long, narrow bit of hard material going through its main body—the last remnant of its shell.|The exception is a long, narrow bit of hard material going through its main body—the last remnant of its shell.
22.68.10|Like mine.|Like mine.
13.51.11|Some say the agrias butterfly is one of the most beautiful butterflies in the world.|Some say the agrias butterfly is one of the most beautiful butterflies in the world.
14.102.1|They. Eat. MEAT! MEAT! Of almost any sort!|They. Eat. MEAT! MEAT! Of almost any sort!
12.91.1|At up to 42 feet long with banana- sized teeth, it was one of the largest carnivores ever to walk the earth.|At up to fourty two feet long with banana- sized teeth, it was one of the largest carnivores ever to walk the earth.
14.74.5|Interestingly, the male's coloring becomes most vibrant when he's trying to attract a mate!|Interestingly, the male's coloring becomes most vibrant when he's trying to attract a mate!
7.17.5|But oh this fraudulent flower! It lures other insects in to drink its nectar... And makes a meal of them instead!|But oh this fraudulent flower! It lures other insects in to drink its nectar... And makes a meal of them instead!
33.58.3|The Sabertooth Tiger was a remarkable creature.|The Sabertooth Tiger was a remarkable creature.
1.12.4|Which is where you come in, wot wot! Allow me to explain...|Which is where you come in, wot wot! Allow me to explain...
26.82.9|To catch their prey, many of these ruthless predators spin sticky webs of surprising strength.|To catch their prey, many of these ruthless predators spin sticky webs of surprising strength.
5.91.8|You see, the tiger beetle—like a real tiger—is a powerful predator.|You see, the tiger beetle—like a real tiger—is a powerful predator.
4.116.4|The emperor butterfly is called the jewel of the forest. But its vivid blue hue... Ewww, let me tell you!|The emperor butterfly is called the jewel of the forest. But its vivid blue hue... Ewww, let me tell you!
34.21.6|Jolly good and hoot hoot hooray! Splendid news indeed! I really can't thank you enough!|Jolly good and hoot hoot hooray! Splendid news indeed! I really can't thank you enough!
14.76.7|Hoo hoo! Why, this is... a killifish!|Hoo hoo! Why, this is... a killifish!
36.45.8|They looked so peculiar that people originally thought they were multiple fossils stacked on top of each other!|They looked so peculiar that people originally thought they were multiple fossils stacked on top of each other!
5.27.3|As a dyed-in-the-feathers optimist AND music fan, I like to think it serenaded the late Cretaceous!|As a dyed-in-the-feathers optimist AND music fan, I like to think it serenaded the late Cretaceous!
12.90.10|Pray tell, might I enlighten you with a few facts?|Pray tell, might I enlighten you with a few facts?
29.31.11|Reptiles are known to be cold- blooded, but there is some debate as to whether dinosaurs were too.|Reptiles are known to be cold- blooded, but there is some debate as to whether dinosaurs were too.
23.62.2|I never thought I'd lay eyes upon such a well-preserved stego skull.|I never thought I'd lay eyes upon such a well-preserved stego skull.
2.67.2|However, requests for fossil appraisals are still most welcome!|However, requests for fossil appraisals are still most welcome!
2.22.2|Thank you for visiting!|Thank you for visiting!
34.21.2|I never thought I'd lay eyes upon the real thing. But there it is, very much a flowery painting!|I never thought I'd lay eyes upon the real thing. But there it is, very much a flowery painting!
4.82.6|Hoo hoo! Why, this is... a bitterling!|Hoo hoo! Why, this is... a bitterling!
12.93.7|As such, the hermit crab has 10 legs and also wears a shell. But it doesn't grow this shell itself.|As such, the hermit crab has ten legs and also wears a shell. But it doesn't grow this shell itself.
40.39.11|The Spinosaurus was a remarkable creature.|The Spinosaurus was a remarkable creature.
18.127.4|Did you know that the repulsive Rajah Brooke's birdwing loves to luxuriate in hot-springs water?|Did you know that the repulsive Rajah Brooke's birdwing loves to luxuriate in hot-springs water?
33.58.7|Its most famous feature, obviously, is its razor-sharp, eight-inch-long, t-t-te-tee-te-tee...FANGS!|Its most famous feature, obviously, is its razor-sharp, eight-inch-long, t-t-te-tee-te-tee...FANGS!
6.94.7|Said organ was likely useful in regulating its—non-dinosaur—body temperature.|Said organ was likely useful in regulating its—non-dinosaur—body temperature.
1.27.9|Yes, now then...|Yes, now then...
14.102.5|suddenly a simple sting seems quite tolerable.|suddenly a simple sting seems quite tolerable.
33.56.8|Thus, I am considering adding fine works of art to this fine institution's repertoire.|Thus, I am considering adding fine works of art to this fine institution's repertoire.
5.25.1|Hoo hoo! Why, this is... a squid!|Hoo hoo! Why, this is... a squid!
14.74.1|Hoo! Woo hoo! This is undoubtedly... a pale chub!|Hoo! Woo hoo! This is undoubtedly... a pale chub!
11.63.5|Hoo hoo! Why, this is... a clown fish!|Hoo hoo! Why, this is... a clown fish!
1.14.6|These flat fish spend much of their lives buried under the sandy ocean floor, waiting for prey to happen by.|These flat fish spend much of their lives buried under the sandy ocean floor, waiting for prey to happen by.
22.68.9|And this is why they are sometimes displayed in certain...ahem... exceptional museums!|And this is why they are sometimes displayed in certain...ahem... exceptional museums!
1.77.5|Now, might I interest you in a few fascinating facts about your dab?|Now, might I interest you in a few fascinating facts about your dab?
13.53.10|I never thought I'd lay eyes upon such a well-preserved parasaur torso.|I never thought I'd lay eyes upon such a well-preserved parasaur torso.
1.95.2|Now, might I interest you in a few fascinating facts about your carp?|Now, might I interest you in a few fascinating facts about your carp?
42.25.7|And now we have opened a new addition, one I have dreamt of since I was but an owlet...|And now we have opened a new addition, one I have dreamt of since I was but an owlet...
21.70.7|Archaeopteryx's feathers led many people to believe it was the progenitor of the birds, eh wot...|Archaeopteryx's feathers led many people to believe it was the progenitor of the birds, eh wot...
1.30.7|The Megaloceros was a relative of the deer that lived during the Ice Age, long after the dinosaurs.|The Megaloceros was a relative of the deer that lived during the Ice Age, long after the dinosaurs.
41.17.7|Eeek!  A pondskater! What a wretched thing...|Eeek!  A pondskater! What a wretched thing...
4.21.5|The black bass is a formidably strong fish and, as such, is a common target for sport anglers.|The black bass is a formidably strong fish and, as such, is a common target for sport anglers.
42.106.3|Why, it seems you have nothing on your person we can accept at this time...|Why, it seems you have nothing on your person we can accept at this time...
2.24.5|I never thought I'd lay eyes upon such a well-preserved T. rex tail.|I never thought I'd lay eyes upon such a well-preserved T. rex tail.
42.106.2|Hoo hoo! Thank you very much! ...My feathers!|Hoo hoo! Thank you very much! ...My feathers!
4.84.1|Eeek! A honeybee!  What a wretched thing...|Eeek! A honeybee!  What a wretched thing...
11.61.6|Eeek!  A Madagascan sunset moth! What a wretched thing...|Eeek!  A Madagascan sunset moth! What a wretched thing...
42.25.6|They have made my spirits soar! Hootie hoo! 'Tis true!|They have made my spirits soar! Hootie hoo! 'Tis true!
2.26.7|With this, we need 1 donation to open the museum!|With this, we need one donation to open the museum!
22.66.7|I never thought I'd lay eyes upon such a well-preserved spino tail.|I never thought I'd lay eyes upon such a well-preserved spino tail.
9.98.2|I never thought I'd lay eyes upon such a well-preserved tricera skull.|I never thought I'd lay eyes upon such a well-preserved tricera skull.
22.68.8|These are valuable resources for learning about ancient eras, such as when the dinosaurs roamed...|These are valuable resources for learning about ancient eras, such as when the dinosaurs roamed...
10.83.1|This large fellow was a bit like our modern rhinocerous, but with two horns on its nose!|This large fellow was a bit like our modern rhinocerous, but with two horns on its nose!
1.77.4|Hoo hoo! Why, this is... a dab!|Hoo hoo! Why, this is... a dab!
9.6.8|And their bite is quite painful too! HOO-rrible things, I say.|And their bite is quite painful too! HOO-rrible things, I say.
1.97.1|Hoo hoo! Why, this is... a horse mackerel!|Hoo hoo! Why, this is... a horse mackerel!
33.56.9|So, if you should find yourself in possession of a piece of art, by all means, please do show it to me.|So, if you should find yourself in possession of a piece of art, by all means, please do show it to me.
23.60.12|Instead, their shells get bigger and bigger as they grow. Hoo! They must get heavy, don't you know!|Instead, their shells get bigger and bigger as they grow. Hoo! They must get heavy, don't you know!
14.102.4|they paralyze their prey, then drag their victims home ALIVE, leaving them for their larva to feed upon.|they paralyze their prey, then drag their victims home ALIVE, leaving them for their larva to feed upon.
1.12.1|Though...I confess, there is one smallish problem regarding said museum|Though...I confess, there is one smallish problem regarding said museum
6.94.6|This REPTILE—not dinosaur—is most famous for the large sail-like organ on its back.|This REPTILE—not dinosaur—is most famous for the large sail-like organ on its back.
33.58.6|Chief actor in my most terrifying nightmares, the Sabertooth Tiger was a mighty predator of long ago.|Chief actor in my most terrifying nightmares, the Sabertooth Tiger was a mighty predator of long ago.
18.127.5|It's true! Hoo! The males gather in groups to sip the moisture while the females hide in jungle trees.|It's true! Hoo! The males gather in groups to sip the moisture while the females hide in jungle trees.
4.116.1|Eeek!  An emperor butterfly! What a wretched thing...|Eeek!  An emperor butterfly! What a wretched thing...
12.93.6|It looks much like a spider—what with its creepy eyes and crawly legs—but is, in fact, a crustacean.|It looks much like a spider—what with its creepy eyes and crawly legs—but is, in fact, a crustacean.
2.67.3|I cannot offer much in the way of hospitality, but do make yourself comfortable.|I cannot offer much in the way of hospitality, but do make yourself comfortable.
34.21.3|Now, if you were to donate this flowery painting...|Now, if you were to donate this flowery painting...
14.76.2|Its spine is sharp as a blade, so care must be taken when handling these beauties...|Its spine is sharp as a blade, so care must be taken when handling these beauties...
5.27.2|Hootie-hoo, Parasaurolophus! I like to think of it as the beast with the golden tones.|Hootie-hoo, Parasaurolophus! I like to think of it as the beast with the golden tones.
43.103.5|Eeek! A diving beetle!  What a wretched thing...|Eeek! A diving beetle!  What a wretched thing...
36.45.9|As a delightful side note, "anomalocaris" means "abnormal shrimp."|As a delightful side note, "anomalocaris" means "abnormal shrimp."
4.59.4|Now, might I interest you in a few fascinating facts about your koi?|Now, might I interest you in a few fascinating facts about your koi?
4.59.6|Koi are a variety of carp bred for their color mutations...starting more than a thousand years ago!|Koi are a variety of carp bred for their color mutations...starting more than a thousand years ago!
5.59.6|Hoo! Woo hoo! This is undoubtedly... a sea butterfly!|Hoo! Woo hoo! This is undoubtedly... a sea butterfly!
6.96.6|The citrus long-horned beetle is a putrid pest and a grave threat to trees. Hoo! It's true!|The citrus long-horned beetle is a putrid pest and a grave threat to trees. Hoo! It's true!
34.21.1|Hoo! I say, hoot! THAT is most surely a flowery painting!|Hoo! I say, hoot! THAT is most surely a flowery painting!
